Merchant_ID,Merchant_Name,Merchant_Category,State,City,Merchant_Risk_Level,Merchant_Rating,Merchant_Status,Merchant_Since
MER100296,Swiggy,Food Delivery,Gujarat,Surat,Medium,4.3,Active,2006-12-11
MER100297,Jio-bp,Fuel,Bihar,Gaya,Low,3.6,Active,2009-06-08
MER100298,Reliance Smart,Grocery,Maharashtra,Pune,Low,4.7,Active,2012-12-24
MER100299,Zomato,Food Delivery,Uttar Pradesh,Lucknow,Low,4.6,Active,2021-09-06
MER100300,Domino's India,Food Delivery,Tamil Nadu,Madurai,Low,3.7,Active,2020-04-26
MER100301,Myntra,Fashion,West Bengal,Asansol,Medium,4.2,Active,2024-03-13
MER100302,Redbus,Travel,Madhya Pradesh,Indore,Medium,4.4,Active,2017-06-03
MER100303,Coursera,Education,Uttar Pradesh,Varanasi,Medium,4.0,Active,2010-05-06
MER100304,PhonePe,Financial Services,Telangana,Khammam,Low,4.4,Active,2022-01-20
MER100305,Manipal Hospitals,Hospital,Bihar,Muzaffarpur,High,4.9,Active,2007-05-21
MER100306,Swiggy,Food Delivery,Kerala,Kollam,Low,4.9,Active,2023-02-27
MER100307,Meesho,Ecommerce,Kerala,Thrissur,Low,3.5,Active,2012-03-10
MER100308,Coursera,Education,Bihar,Gaya,Low,4.0,Active,2016-10-07
MER100309,HP Lubricants,Fuel,Tamil Nadu,Madurai,Low,4.0,Active,2017-08-07
MER100310,Paytm Utilities,Utilities,Maharashtra,Pune,Low,3.8,Active,2025-02-05
MER100311,Torrent Power,Utilities,Gujarat,Rajkot,Low,4.2,Active,2012-10-22
MER100312,PayU,Financial Services,West Bengal,Kolkata,Low,4.1,Active,2010-01-24
MER100313,IRCTC,Travel,Tamil Nadu,Coimbatore,Low,4.7,Active,2026-02-08
MER100314,BookMyShow,Entertainment,Odisha,Bhubaneswar,Medium,4.4,Active,2014-01-29
MER100315,Vi Bill,Utilities,Kerala,Kollam,Low,4.0,Active,2025-07-14
MER100316,PVR Inox,Entertainment,Maharashtra,Nagpur,Low,4.3,Active,2013-08-20
MER100317,Pharmeasy,Pharmacy,Telangana,Nizamabad,Low,4.7,Active,2007-09-14
MER100318,Udemy,Education,Gujarat,Vadodara,Low,4.7,Active,2019-08-26
MER100319,Uber India,Travel,Rajasthan,Bharatpur,Medium,4.8,Active,2010-07-24
MER100320,Pharmeasy,Pharmacy,Maharashtra,Mumbai,Low,4.8,Active,2026-03-21
MER100321,Amazon Prime Video,Entertainment,Rajasthan,Jodhpur,Low,3.7,Active,2010-02-20
MER100322,Samsung SmartCafe,Electronics,Telangana,Karimnagar,Low,4.1,Active,2011-01-02
MER100323,OYO Rooms,Hotel,Kerala,Kozhikode,Low,4.8,Active,2014-10-18
MER100324,Amazon Prime Video,Entertainment,Bihar,Muzaffarpur,Medium,4.8,Active,2009-01-23
MER100325,Ola Cabs,Travel,Madhya Pradesh,Bhopal,Low,4.1,Active,2008-07-09
MER100326,Ola Cabs,Travel,Haryana,HOdal,High,4.5,Active,2012-07-04
MER100327,PVR Inox,Entertainment,Bihar,Purnia,Medium,4.6,Active,2010-05-18
MER100328,Netflix India,Entertainment,Rajasthan,Kota,High,4.7,Active,2012-09-22
MER100329,Manipal Hospitals,Hospital,Uttar Pradesh,Kanpur,Low,4.3,Active,2020-11-20
MER100330,OYO Rooms,Hotel,Gujarat,Jamnagar,Low,3.6,Active,2020-05-21
MER100331,Myntra,Fashion,Karnataka,Bengaluru,High,5.0,Active,2025-12-08
MER100332,Apollo Pharmacy,Pharmacy,Madhya Pradesh,Indore,High,4.5,Active,2009-09-11
MER100333,Vijay Sales,Electronics,Haryana,Faridabad,Medium,4.7,Active,2010-09-26
MER100334,Marriott India,Hotel,Assam,Silchar,Low,4.3,Active,2016-06-29
MER100335,Vijay Sales,Electronics,Tamil Nadu,Tiruchirappalli,Low,4.4,Active,2018-01-31
MER100336,Taj Hotels,Hotel,Uttar Pradesh,Agra,Medium,4.9,Active,2014-11-01
MER100337,Airtel Postpaid,Utilities,Karnataka,Mysuru,Low,4.7,Active,2008-03-05
MER100338,Zomato,Food Delivery,Bihar,Gaya,Low,3.9,Active,2009-09-05
MER100339,PayU,Financial Services,Gujarat,Gandhinagar,Medium,4.3,Active,2011-08-26
MER100340,EatClub,Food Delivery,Uttar Pradesh,Ghaziabad,Medium,4.9,Active,2023-11-26
MER100341,PVR Inox,Entertainment,Madhya Pradesh,Ujjain,Low,3.9,Active,2008-12-17
MER100342,Apollo Hospitals,Hospital,Gujarat,Gandhinagar,Low,4.9,Active,2006-07-22
MER100343,Wellness Forever,Pharmacy,Madhya Pradesh,Gwalior,Low,4.2,Active,2017-09-19
MER100344,Spotify,Entertainment,Maharashtra,Nagpur,Medium,4.8,Active,2011-07-07
MER100345,IndiGo,Airline,Tamil Nadu,Madurai,Low,3.6,Active,2023-06-15
MER100346,Samsung SmartCafe,Electronics,Odisha,Cuttack,Low,4.9,Active,2008-01-13
MER100347,Yatra,Travel,Haryana,Palwal,Medium,3.6,Active,2011-08-26
MER100348,Max Healthcare,Hospital,Karnataka,Bengaluru,Medium,3.8,Active,2026-06-08
MER100349,Torrent Power,Utilities,Telangana,Karimnagar,Low,4.9,Active,2019-05-05
MER100350,Zomato,Food Delivery,Tamil Nadu,Coimbatore,Low,4.2,Active,2025-04-06
MER100351,Manipal Hospitals,Hospital,Bihar,Muzaffarpur,Medium,4.1,Active,2014-11-21
MER100352,Jiomart,Ecommerce,Gujarat,Gandhinagar,High,4.1,Active,2020-07-09
MER100353,Blinkit,Grocery,Telangana,Karimnagar,High,4.7,Active,2023-05-20
MER100354,Netmeds,Pharmacy,Assam,Nagaon,Low,3.6,Active,2025-10-24
MER100355,Amazon,Ecommerce,Tamil Nadu,Salem,Low,4.9,Active,2024-10-01
MER100356,Myntra,Fashion,Assam,Guwahati,Low,4.2,Active,2018-05-03
MER100357,Coursera,Education,Tamil Nadu,Salem,Low,4.0,Active,2022-11-12
MER100358,Ola Cabs,Travel,Uttar Pradesh,Noida,High,3.5,Active,2018-06-30
MER100359,Air India,Airline,Haryana,Palwal,Low,4.3,Active,2006-07-22
MER100360,Taj Hotels,Hotel,Madhya Pradesh,Indore,Low,4.3,Active,2012-01-22
MER100361,Pharmeasy,Pharmacy,Assam,Guwahati,Medium,4.7,Active,2009-11-09
MER100362,Zepto,Grocery,Punjab,Ludhiana,Low,4.7,Active,2009-09-24
MER100363,Myntra,Fashion,Rajasthan,Alwar,Low,4.4,Active,2024-12-22
MER100364,Apollo Hospitals,Hospital,Telangana,Khammam,Medium,3.8,Active,2013-02-25
MER100365,Marriott India,Hotel,Haryana,HOdal,High,3.9,Active,2011-08-24
MER100366,BookMyShow,Entertainment,Rajasthan,Udaipur,Medium,3.8,Active,2014-08-10
MER100367,MakeMyTrip Hotels,Hotel,West Bengal,Kolkata,Low,5.0,Active,2016-09-15
MER100368,Wellness Forever,Pharmacy,Assam,Guwahati,High,3.7,Active,2009-11-01
MER100369,Taj Hotels,Hotel,Tamil Nadu,Chennai,High,4.2,Active,2019-07-07
MER100370,Wellness Forever,Pharmacy,West Bengal,Siliguri,Low,3.7,Active,2024-02-16
MER100371,Trends,Fashion,Punjab,Bathinda,Low,4.9,Active,2025-07-29
MER100372,Apollo Hospitals,Hospital,Rajasthan,Kota,Low,4.6,Active,2016-01-18
MER100373,EatClub,Food Delivery,Kerala,Kochi,Low,3.7,Active,2023-09-24
MER100374,Tata Play,Utilities,Madhya Pradesh,Indore,Low,4.8,Active,2018-10-05
MER100375,Yatra,Travel,Tamil Nadu,Coimbatore,Medium,4.2,Active,2007-03-09
MER100376,Snapdeal,Ecommerce,Tamil Nadu,Chennai,Low,4.6,Active,2014-09-14
MER100377,Manipal Hospitals,Hospital,Kerala,Kollam,Low,3.6,Active,2018-11-10
MER100378,MakeMyTrip,Travel,Bihar,Gaya,Medium,4.7,Active,2023-05-25
MER100379,Razorpay,Financial Services,Telangana,Nizamabad,Medium,4.4,Active,2012-01-03
MER100380,Taj Hotels,Hotel,Tamil Nadu,Salem,Low,4.3,Active,2021-04-20
MER100381,Myntra,Fashion,Telangana,Warangal,Low,4.8,Active,2010-06-23
MER100382,Redbus,Travel,Karnataka,Mangaluru,High,4.9,Active,2007-06-09
MER100383,Marriott India,Hotel,Assam,Guwahati,Low,4.5,Active,2012-05-18
MER100384,Snapdeal,Ecommerce,Haryana,Faridabad,Medium,3.8,Active,2023-09-27
MER100385,Vi Bill,Utilities,Haryana,Faridabad,Low,4.1,Active,2009-05-18
MER100386,Apollo Pharmacy,Pharmacy,Bihar,Bhagalpur,Low,4.2,Active,2026-04-30
MER100387,Myntra,Fashion,Assam,Guwahati,Low,3.8,Active,2014-01-06
MER100388,Indian Oil,Fuel,Bihar,Gaya,Low,4.5,Active,2016-07-16
MER100389,Vi Bill,Utilities,Madhya Pradesh,Gwalior,Low,4.6,Active,2025-01-20
MER100390,SpiceJet,Airline,Tamil Nadu,Chennai,Low,3.7,Active,2011-10-11
MER100391,PayU,Financial Services,Uttar Pradesh,Varanasi,Low,4.5,Active,2013-07-26
MER100392,Zepto,Grocery,Gujarat,Ahmedabad,Low,3.7,Active,2025-05-07
MER100393,BigBasket,Grocery,Assam,Dibrugarh,Low,4.4,Active,2010-12-20
MER100394,Razorpay,Financial Services,Tamil Nadu,Salem,Medium,4.9,Active,2013-08-07
MER100395,Tata 1mg,Pharmacy,Bihar,Gaya,Low,5.0,Active,2007-01-04
MER100396,Apollo Hospitals,Hospital,Rajasthan,Jaipur,Low,3.8,Active,2006-11-13
MER100397,IRCTC,Travel,Bihar,Muzaffarpur,Medium,4.9,Active,2022-05-08
MER100398,PhonePe,Financial Services,Karnataka,Hubballi-Dharwad,Low,4.8,Active,2023-03-26
MER100399,Zara India,Fashion,Maharashtra,Nagpur,High,3.8,Active,2021-05-09
MER100400,Bharat Petroleum,Fuel,Maharashtra,Thane,Low,4.7,Active,2009-10-27
MER100401,Indian Oil,Fuel,Punjab,Patiala,Medium,4.1,Active,2013-07-08
MER100402,Shell Station,Fuel,Odisha,Rourkela,Low,4.1,Active,2011-04-06
MER100403,Cashfree,Financial Services,Uttar Pradesh,Varanasi,Low,4.3,Active,2021-11-06
MER100404,SpiceJet,Airline,Haryana,HOdal,Medium,3.8,Active,2024-10-22
MER100405,Redbus,Travel,West Bengal,Howrah,Low,4.8,Active,2019-03-14
MER100406,SpiceJet,Airline,Punjab,Ludhiana,Medium,3.5,Active,2011-08-22
MER100407,Myntra,Fashion,Telangana,Hyderabad,Low,3.9,Active,2021-08-17
MER100408,Marriott India,Hotel,Assam,Silchar,Low,4.4,Active,2018-06-10
MER100409,Samsung SmartCafe,Electronics,Tamil Nadu,Tiruchirappalli,Low,4.5,Active,2014-04-22
MER100410,Shell Station,Fuel,Telangana,Hyderabad,High,4.9,Active,2024-12-22
MER100411,Reliance Digital,Electronics,Kerala,Kochi,Low,4.9,Active,2010-12-27
MER100412,PayU,Financial Services,Maharashtra,Mumbai,Medium,4.2,Active,2022-10-29
MER100413,Samsung SmartCafe,Electronics,Tamil Nadu,Chennai,Medium,3.7,Active,2007-07-16
MER100414,Bharat Petroleum,Fuel,Telangana,Karimnagar,Low,4.3,Active,2025-12-08
MER100415,Manipal Hospitals,Hospital,Tamil Nadu,Salem,Low,4.4,Active,2025-01-18
MER100416,Nykaa,Fashion,Karnataka,Mangaluru,Low,4.9,Active,2026-01-04
MER100417,Jiomart,Ecommerce,Haryana,Gurugram,Low,4.1,Active,2022-11-14
MER100418,Shell Station,Fuel,Maharashtra,Nagpur,Medium,4.4,Active,2023-01-20
MER100419,Indian Oil,Fuel,Haryana,Nuh,Medium,3.6,Active,2024-09-15
MER100420,Shell Station,Fuel,Madhya Pradesh,Indore,Medium,4.0,Active,2022-03-28
MER100421,MakeMyTrip Hotels,Hotel,Telangana,Karimnagar,Low,4.4,Active,2026-01-15
MER100422,Nykaa,Fashion,Punjab,Jalandhar,Low,4.3,Active,2013-10-02
MER100423,Jiomart,Ecommerce,West Bengal,Durgapur,Low,4.9,Active,2025-06-24
MER100424,Marriott India,Hotel,Madhya Pradesh,Gwalior,High,4.5,Inactive,2011-07-26
MER100425,IndiGo,Airline,Kerala,Kozhikode,Low,5.0,Active,2015-01-24
MER100426,MakeMyTrip,Travel,Odisha,Cuttack,Low,4.7,Active,2017-02-14
MER100427,Udemy,Education,Tamil Nadu,Chennai,Low,4.7,Active,2012-04-03
MER100428,Coursera,Education,Haryana,Nuh,Low,3.5,Active,2023-01-03
MER100429,Zara India,Fashion,Madhya Pradesh,Ujjain,Medium,3.7,Active,2008-07-06
MER100430,SpiceJet,Airline,West Bengal,Asansol,Low,4.4,Active,2017-04-26
MER100431,Apollo Hospitals,Hospital,Karnataka,Mangaluru,Low,4.1,Active,2011-06-03
MER100432,IRCTC,Travel,Gujarat,Gandhinagar,Medium,4.2,Active,2010-10-22
MER100433,Reliance Smart,Grocery,Kerala,Thiruvananthapuram,Medium,4.5,Active,2018-04-07
MER100434,Instamart,Grocery,Uttar Pradesh,Varanasi,Medium,4.8,Active,2018-03-21
MER100435,Torrent Power,Utilities,Maharashtra,Pune,Low,4.5,Active,2014-02-19
MER100436,Indian Oil,Fuel,Assam,Nagaon,Medium,3.7,Active,2012-05-09
MER100437,Swiggy,Food Delivery,Kerala,Thrissur,High,3.8,Active,2007-02-25
MER100438,Razorpay,Financial Services,Punjab,Jalandhar,Medium,3.8,Active,2013-12-04
MER100439,OYO Rooms,Hotel,West Bengal,Durgapur,Low,4.3,Active,2007-02-21
MER100440,Udemy,Education,Assam,Jorhat,Low,4.8,Active,2013-01-02
MER100441,Ajio,Fashion,Telangana,Nizamabad,Medium,4.4,Inactive,2024-05-25
MER100442,Croma,Electronics,Rajasthan,Bikaner,Medium,4.5,Active,2015-12-21
MER100443,SpiceJet,Airline,West Bengal,Kolkata,Low,4.9,Active,2015-11-19
MER100444,Reliance Digital,Electronics,Punjab,Jalandhar,High,3.9,Active,2024-04-04
MER100445,Instamart,Grocery,Punjab,Bathinda,Medium,4.2,Active,2022-11-22
MER100446,MakeMyTrip,Travel,Bihar,Gaya,Low,4.4,Active,2013-08-17
MER100447,Myntra,Fashion,Karnataka,Mysuru,Medium,4.8,Active,2019-04-19
MER100448,Amazon,Ecommerce,Bihar,Patna,High,3.6,Active,2016-03-21
MER100449,Zomato,Food Delivery,Bihar,Gaya,Low,4.4,Active,2018-02-19
MER100450,Tata Cliq,Ecommerce,Uttar Pradesh,Ghaziabad,Medium,3.6,Active,2012-02-07
MER100451,MakeMyTrip Hotels,Hotel,Rajasthan,Bharatpur,Low,4.8,Active,2014-11-16
MER100452,H&M India,Fashion,Maharashtra,Nashik,Medium,3.7,Active,2018-11-22
MER100453,OYO Rooms,Hotel,Maharashtra,Nashik,Low,4.6,Active,2021-03-11
MER100454,Redbus,Travel,Maharashtra,Pune,Medium,4.1,Active,2017-12-21
MER100455,Bharat Petroleum,Fuel,Gujarat,Vadodara,Low,3.6,Active,2010-10-26
MER100456,Apollo Hospitals,Hospital,Punjab,Jalandhar,Low,4.3,Active,2017-02-03
MER100457,Apollo Hospitals,Hospital,Odisha,Bhubaneswar,Medium,3.9,Active,2016-03-11
MER100458,Jio-bp,Fuel,Gujarat,Vadodara,Low,4.4,Inactive,2019-08-28
MER100459,Croma,Electronics,Maharashtra,Aurangabad,Medium,3.9,Active,2024-10-15
MER100460,Domino's India,Food Delivery,Kerala,Thiruvananthapuram,Medium,4.2,Active,2014-12-01
MER100461,Wellness Forever,Pharmacy,West Bengal,Siliguri,Low,4.6,Active,2016-09-29
MER100462,Instamart,Grocery,Tamil Nadu,Tiruchirappalli,Low,4.3,Active,2010-04-04
MER100463,Zepto,Grocery,Maharashtra,Pune,Medium,3.6,Active,2017-12-22
MER100464,IndiGo,Airline,Gujarat,Surat,Low,4.4,Active,2023-11-28
MER100465,MakeMyTrip Hotels,Hotel,Rajasthan,Kota,Medium,4.6,Active,2020-05-25
MER100466,Ajio,Fashion,West Bengal,Durgapur,Low,4.2,Active,2006-12-15
MER100467,OYO Rooms,Hotel,Bihar,Bhagalpur,Low,3.7,Active,2009-08-31
MER100468,Meesho,Ecommerce,Uttar Pradesh,Agra,Low,3.6,Active,2022-04-19
MER100469,Nykaa,Fashion,Uttar Pradesh,Noida,Medium,4.3,Active,2025-10-10
MER100470,Marriott India,Hotel,Karnataka,Belagavi,Low,4.7,Active,2026-03-08
MER100471,Instamart,Grocery,Assam,Silchar,Low,4.6,Active,2010-09-29
MER100472,BigBasket,Grocery,Kerala,Thiruvananthapuram,Low,3.7,Active,2007-03-08
MER100473,Domino's India,Food Delivery,Punjab,Bathinda,Low,3.6,Active,2007-06-21
MER100474,Uber India,Travel,Uttar Pradesh,Agra,Low,3.9,Active,2011-06-09
MER100475,Torrent Power,Utilities,Bihar,Gaya,Low,4.2,Active,2025-02-09
MER100476,Akasa Air,Airline,Telangana,Karimnagar,Low,4.7,Active,2023-06-19
MER100477,Vi Bill,Utilities,Haryana,Nuh,Low,4.7,Active,2013-05-16
MER100478,Swiggy,Food Delivery,Odisha,Sambalpur,Low,3.9,Active,2014-07-23
MER100479,SpiceJet,Airline,Uttar Pradesh,Ghaziabad,Low,3.8,Active,2025-03-07
MER100480,Manipal Hospitals,Hospital,Odisha,Bhubaneswar,Medium,4.7,Active,2012-02-21
MER100481,MakeMyTrip Hotels,Hotel,Punjab,Patiala,Low,4.9,Active,2007-01-22
MER100482,BookMyShow,Entertainment,Bihar,Gaya,Low,4.4,Active,2019-10-15
MER100483,Jiomart,Ecommerce,Rajasthan,Kota,Low,4.8,Active,2024-08-17
MER100484,HP Lubricants,Fuel,Bihar,Purnia,Low,4.0,Active,2014-06-09
MER100485,BookMyShow,Entertainment,Madhya Pradesh,Ujjain,Low,3.6,Active,2018-10-21
MER100486,Trends,Fashion,Assam,Dibrugarh,Low,4.6,Active,2017-09-05
MER100487,PVR Inox,Entertainment,Uttar Pradesh,Ghaziabad,Low,4.8,Active,2014-07-28
MER100488,Indian Oil,Fuel,Tamil Nadu,Coimbatore,Low,4.5,Active,2019-07-26
MER100489,Zara India,Fashion,Tamil Nadu,Madurai,Low,4.4,Active,2019-06-21
MER100490,Ola Cabs,Travel,Rajasthan,Bikaner,Medium,3.9,Active,2014-10-27
MER100491,Goibibo,Travel,Odisha,Cuttack,Low,4.3,Active,2008-09-07
MER100492,Paytm,Financial Services,Tamil Nadu,Salem,High,4.0,Active,2014-10-05
MER100493,PVR Inox,Entertainment,West Bengal,Kolkata,High,4.7,Active,2020-03-26
MER100494,Google Pay,Financial Services,Bihar,Bhagalpur,Low,3.8,Active,2014-03-27
MER100495,Ola Cabs,Travel,Rajasthan,Jodhpur,High,4.6,Active,2017-09-30
MER100496,IRCTC,Travel,Assam,Silchar,Low,4.5,Active,2009-04-19
MER100497,Apple Store,Electronics,Madhya Pradesh,Jabalpur,Low,3.5,Active,2018-08-29
MER100498,Tata Cliq,Ecommerce,Bihar,Bhagalpur,Low,4.5,Active,2014-10-13
MER100499,Amazon Prime Video,Entertainment,Assam,Dibrugarh,High,4.7,Active,2025-01-27
MER100500,MakeMyTrip Hotels,Hotel,Gujarat,Bhavnagar,Medium,3.8,Active,2017-01-31
