Card_ID,Customer_ID,Card_Type,Card_Network,Credit_Limit,Card_Status,Contactless,Card_Mode,Issue_Date,Expiry_Date
CARD505811,CUST104466,Gold,RuPay,648604,Active,Yes,Physical,2020-01-07,2025-01-07
CARD505812,CUST104466,Platinum,Visa,764404,Active,Yes,Physical,2021-05-22,2026-05-22
CARD505813,CUST104466,Gold,RuPay,488265,Active,Yes,Physical,2023-07-24,2028-07-24
CARD505814,CUST104467,Silver,Visa,234306,Active,Yes,Virtual,2024-06-01,2029-06-01
CARD505815,CUST104468,Gold,RuPay,443313,Active,Yes,Physical,2022-05-30,2027-05-30
CARD505816,CUST104469,Silver,Visa,163889,Active,Yes,Physical,2021-05-22,2026-05-22
CARD505817,CUST104470,Silver,RuPay,200777,Active,Yes,Physical,2020-01-06,2025-01-06
CARD505818,CUST104470,Platinum,RuPay,866736,Active,Yes,Virtual,2022-07-24,2027-07-24
CARD505819,CUST104471,Gold,American Express,582822,Active,Yes,Virtual,2023-10-03,2028-10-03
CARD505820,CUST104472,Gold,Visa,672994,Active,Yes,Physical,2020-05-07,2025-05-07
CARD505821,CUST104473,Platinum,Mastercard,771044,Active,Yes,Physical,2022-06-19,2027-06-19
CARD505822,CUST104473,Platinum,RuPay,1363636,Active,Yes,Virtual,2020-07-14,2025-07-14
CARD505823,CUST104474,Classic,Mastercard,144043,Active,Yes,Physical,2021-12-22,2026-12-22
CARD505824,CUST104475,Classic,American Express,50890,Active,Yes,Physical,2022-11-08,2027-11-08
CARD505825,CUST104476,Gold,American Express,636826,Active,Yes,Virtual,2024-11-09,2029-11-09
CARD505826,CUST104477,Platinum,American Express,1200563,Active,Yes,Virtual,2022-11-20,2027-11-20
CARD505827,CUST104478,Gold,RuPay,330050,Active,Yes,Physical,2019-01-03,2024-01-03
CARD505828,CUST104479,Silver,Visa,164060,Active,No,Physical,2019-07-14,2024-07-14
CARD505829,CUST104480,Gold,RuPay,510226,Active,Yes,Physical,2022-12-29,2027-12-29
CARD505830,CUST104481,Gold,Mastercard,467880,Expired,No,Physical,2024-06-17,2029-06-17
CARD505831,CUST104481,Silver,Mastercard,220631,Active,Yes,Physical,2024-06-04,2029-06-04
CARD505832,CUST104482,Silver,Visa,176475,Active,No,Physical,2023-09-08,2028-09-08
CARD505833,CUST104483,Platinum,RuPay,1154174,Active,Yes,Virtual,2021-05-16,2026-05-16
CARD505834,CUST104484,Gold,RuPay,360444,Active,No,Physical,2026-06-19,2031-06-19
CARD505835,CUST104484,Gold,Visa,384076,Active,Yes,Virtual,2018-09-08,2023-09-08
CARD505836,CUST104485,Platinum,RuPay,866679,Active,Yes,Physical,2024-07-01,2029-07-01
CARD505837,CUST104486,Gold,American Express,489446,Active,Yes,Physical,2024-07-28,2029-07-28
CARD505838,CUST104487,Silver,Visa,185149,Active,Yes,Physical,2023-09-10,2028-09-10
CARD505839,CUST104488,Gold,Visa,545894,Active,No,Physical,2021-05-05,2026-05-05
CARD505840,CUST104489,Silver,Mastercard,298287,Active,No,Physical,2020-04-13,2025-04-13
CARD505841,CUST104490,Classic,Visa,74816,Active,Yes,Physical,2021-12-15,2026-12-15
CARD505842,CUST104491,Gold,Mastercard,312216,Active,Yes,Physical,2025-01-30,2030-01-30
CARD505843,CUST104492,Platinum,American Express,1338252,Active,Yes,Physical,2024-09-08,2029-09-08
CARD505844,CUST104493,Classic,RuPay,129251,Active,Yes,Physical,2022-11-05,2027-11-05
CARD505845,CUST104494,Silver,American Express,203142,Active,Yes,Physical,2019-12-02,2024-12-02
CARD505846,CUST104495,Classic,RuPay,103688,Active,Yes,Physical,2021-09-08,2026-09-08
CARD505847,CUST104496,Silver,RuPay,258841,Active,Yes,Physical,2023-07-10,2028-07-10
CARD505848,CUST104497,Platinum,American Express,1463611,Active,Yes,Virtual,2022-02-09,2027-02-09
CARD505849,CUST104498,Platinum,American Express,1490574,Active,Yes,Physical,2021-11-14,2026-11-14
CARD505850,CUST104499,Platinum,RuPay,736654,Active,Yes,Physical,2026-05-28,2031-05-28
CARD505851,CUST104500,Classic,American Express,122462,Active,Yes,Physical,2025-07-07,2030-07-07
CARD505852,CUST104501,Gold,Mastercard,387644,Active,Yes,Physical,2020-07-16,2025-07-16
CARD505853,CUST104502,Gold,Mastercard,481047,Active,Yes,Virtual,2022-07-21,2027-07-21
CARD505854,CUST104503,Silver,Visa,208238,Active,Yes,Virtual,2019-10-12,2024-10-12
CARD505855,CUST104504,Silver,Visa,296281,Active,Yes,Physical,2023-09-20,2028-09-20
CARD505856,CUST104505,Gold,Mastercard,329109,Active,Yes,Physical,2018-12-31,2023-12-31
CARD505857,CUST104506,Silver,American Express,175366,Active,No,Virtual,2024-03-23,2029-03-23
CARD505858,CUST104506,Platinum,RuPay,1487014,Active,Yes,Physical,2025-06-23,2030-06-23
CARD505859,CUST104507,Silver,Visa,260411,Active,No,Physical,2021-10-18,2026-10-18
CARD505860,CUST104508,Platinum,Visa,889223,Active,Yes,Physical,2024-01-23,2029-01-23
CARD505861,CUST104508,Gold,Mastercard,436056,Active,No,Physical,2025-10-07,2030-10-07
CARD505862,CUST104509,Platinum,Visa,1424897,Active,Yes,Physical,2023-04-07,2028-04-07
CARD505863,CUST104510,Silver,Mastercard,257821,Active,Yes,Physical,2021-05-14,2026-05-14
CARD505864,CUST104510,Platinum,Visa,856732,Active,Yes,Physical,2024-08-05,2029-08-05
CARD505865,CUST104511,Silver,Mastercard,239524,Active,No,Physical,2024-05-17,2029-05-17
CARD505866,CUST104511,Gold,RuPay,624845,Active,Yes,Virtual,2025-04-12,2030-04-12
CARD505867,CUST104512,Classic,American Express,88660,Active,Yes,Physical,2023-02-11,2028-02-11
CARD505868,CUST104513,Gold,Visa,395063,Active,Yes,Physical,2019-09-20,2024-09-20
CARD505869,CUST104514,Gold,Visa,619635,Active,Yes,Physical,2018-12-04,2023-12-04
CARD505870,CUST104515,Platinum,Visa,1000308,Active,Yes,Physical,2025-06-22,2030-06-22
CARD505871,CUST104516,Gold,Mastercard,639076,Active,Yes,Physical,2026-07-11,2031-07-11
CARD505872,CUST104516,Gold,American Express,383493,Active,Yes,Physical,2025-07-21,2030-07-21
CARD505873,CUST104517,Platinum,American Express,1361165,Active,No,Physical,2022-09-22,2027-09-22
CARD505874,CUST104518,Gold,Mastercard,626893,Active,Yes,Physical,2021-03-11,2026-03-11
CARD505875,CUST104519,Gold,Mastercard,410848,Active,Yes,Physical,2024-07-15,2029-07-15
CARD505876,CUST104520,Silver,Mastercard,286500,Active,Yes,Physical,2022-11-21,2027-11-21
CARD505877,CUST104521,Silver,Visa,212377,Active,No,Physical,2023-05-02,2028-05-02
CARD505878,CUST104522,Gold,American Express,660331,Active,Yes,Physical,2022-01-03,2027-01-03
CARD505879,CUST104523,Gold,American Express,646684,Active,Yes,Virtual,2023-03-12,2028-03-12
CARD505880,CUST104524,Gold,Mastercard,517632,Active,Yes,Virtual,2020-12-20,2025-12-20
CARD505881,CUST104524,Silver,RuPay,237190,Active,Yes,Physical,2026-06-12,2031-06-12
CARD505882,CUST104525,Silver,Visa,291843,Active,Yes,Physical,2018-09-06,2023-09-06
CARD505883,CUST104525,Classic,RuPay,148664,Active,Yes,Physical,2022-01-01,2027-01-01
CARD505884,CUST104526,Gold,American Express,559762,Active,Yes,Physical,2021-05-26,2026-05-26
CARD505885,CUST104527,Classic,Mastercard,65834,Active,Yes,Physical,2026-02-14,2031-02-14
CARD505886,CUST104528,Classic,RuPay,99983,Active,Yes,Virtual,2019-11-06,2024-11-06
CARD505887,CUST104529,Platinum,Mastercard,1155352,Active,Yes,Physical,2024-09-12,2029-09-12
CARD505888,CUST104529,Silver,RuPay,172214,Active,No,Physical,2019-10-11,2024-10-11
CARD505889,CUST104530,Classic,RuPay,100639,Active,Yes,Virtual,2024-01-07,2029-01-07
CARD505890,CUST104531,Gold,American Express,631226,Active,Yes,Physical,2024-06-19,2029-06-19
CARD505891,CUST104531,Gold,American Express,402069,Active,Yes,Physical,2025-10-13,2030-10-13
CARD505892,CUST104531,Classic,RuPay,118324,Active,Yes,Physical,2026-01-23,2031-01-23
CARD505893,CUST104532,Silver,Mastercard,186405,Active,Yes,Virtual,2021-04-05,2026-04-05
CARD505894,CUST104533,Silver,RuPay,158405,Active,Yes,Physical,2020-12-05,2025-12-05
CARD505895,CUST104534,Silver,Mastercard,185309,Active,Yes,Physical,2025-01-10,2030-01-10
CARD505896,CUST104535,Classic,RuPay,86187,Active,Yes,Physical,2023-04-22,2028-04-22
CARD505897,CUST104536,Platinum,Mastercard,1065690,Active,Yes,Physical,2019-06-15,2024-06-15
CARD505898,CUST104537,Gold,Mastercard,446323,Active,Yes,Virtual,2020-09-14,2025-09-14
CARD505899,CUST104538,Silver,Mastercard,189816,Active,No,Physical,2025-06-30,2030-06-30
CARD505900,CUST104539,Gold,American Express,439447,Active,No,Physical,2026-07-15,2031-07-15
CARD505901,CUST104540,Platinum,Visa,1415679,Active,Yes,Physical,2024-05-22,2029-05-22
CARD505902,CUST104541,Silver,American Express,299491,Active,Yes,Physical,2021-01-17,2026-01-17
CARD505903,CUST104541,Classic,Visa,146687,Active,Yes,Virtual,2021-09-10,2026-09-10
CARD505904,CUST104542,Gold,Mastercard,410572,Active,Yes,Physical,2025-12-06,2030-12-06
CARD505905,CUST104543,Gold,American Express,478892,Active,Yes,Physical,2026-04-27,2031-04-27
CARD505906,CUST104544,Platinum,American Express,1003615,Active,Yes,Physical,2022-04-11,2027-04-11
CARD505907,CUST104545,Platinum,Visa,902327,Active,Yes,Virtual,2019-07-29,2024-07-29
CARD505908,CUST104546,Gold,Visa,472037,Active,Yes,Virtual,2025-09-29,2030-09-29
CARD505909,CUST104547,Gold,Mastercard,343579,Expired,Yes,Physical,2023-06-09,2028-06-09
CARD505910,CUST104548,Gold,RuPay,302927,Active,Yes,Physical,2020-12-19,2025-12-19
CARD505911,CUST104549,Gold,Visa,304935,Active,No,Physical,2018-11-28,2023-11-28
CARD505912,CUST104550,Silver,American Express,202803,Active,Yes,Physical,2024-10-13,2029-10-13
CARD505913,CUST104551,Classic,Mastercard,147184,Active,Yes,Physical,2026-07-14,2031-07-14
CARD505914,CUST104551,Gold,Mastercard,471157,Active,No,Virtual,2025-05-28,2030-05-28
CARD505915,CUST104552,Classic,Visa,121672,Active,Yes,Physical,2019-08-01,2024-08-01
CARD505916,CUST104553,Classic,Visa,101380,Active,Yes,Virtual,2023-01-06,2028-01-06
CARD505917,CUST104553,Silver,Visa,266526,Active,Yes,Physical,2022-12-04,2027-12-04
CARD505918,CUST104554,Gold,American Express,461046,Active,Yes,Physical,2019-07-02,2024-07-02
CARD505919,CUST104555,Silver,RuPay,225220,Active,Yes,Physical,2019-06-25,2024-06-25
CARD505920,CUST104556,Gold,Visa,378060,Active,Yes,Physical,2023-04-22,2028-04-22
CARD505921,CUST104557,Classic,Visa,100610,Active,Yes,Physical,2023-08-13,2028-08-13
CARD505922,CUST104558,Platinum,RuPay,916709,Active,Yes,Virtual,2020-12-25,2025-12-25
CARD505923,CUST104559,Gold,American Express,506841,Active,Yes,Physical,2019-02-06,2024-02-06
CARD505924,CUST104559,Silver,RuPay,171535,Active,Yes,Physical,2024-12-18,2029-12-18
CARD505925,CUST104559,Platinum,RuPay,1187884,Active,Yes,Physical,2023-05-22,2028-05-22
CARD505926,CUST104560,Gold,RuPay,320154,Active,Yes,Physical,2025-01-17,2030-01-17
CARD505927,CUST104561,Classic,RuPay,78805,Active,Yes,Physical,2020-06-21,2025-06-21
CARD505928,CUST104562,Gold,American Express,408239,Active,No,Physical,2019-02-12,2024-02-12
CARD505929,CUST104563,Silver,Mastercard,295538,Active,Yes,Virtual,2025-01-07,2030-01-07
CARD505930,CUST104564,Silver,RuPay,269119,Active,Yes,Physical,2021-12-23,2026-12-23
CARD505931,CUST104565,Platinum,American Express,1257312,Active,Yes,Physical,2026-05-06,2031-05-06
CARD505932,CUST104565,Silver,RuPay,280337,Active,Yes,Physical,2025-11-06,2030-11-06
CARD505933,CUST104566,Silver,Visa,192599,Active,Yes,Physical,2024-01-18,2029-01-18
CARD505934,CUST104566,Classic,American Express,86285,Active,Yes,Physical,2026-02-05,2031-02-05
CARD505935,CUST104567,Silver,Visa,276251,Active,Yes,Physical,2023-03-04,2028-03-04
CARD505936,CUST104568,Gold,RuPay,515928,Active,Yes,Physical,2020-05-11,2025-05-11
CARD505937,CUST104569,Gold,Mastercard,631512,Active,Yes,Physical,2025-03-13,2030-03-13
CARD505938,CUST104569,Silver,RuPay,275337,Active,Yes,Virtual,2019-04-06,2024-04-06
CARD505939,CUST104570,Classic,RuPay,89161,Active,No,Physical,2019-12-25,2024-12-25
CARD505940,CUST104570,Silver,Mastercard,202749,Active,Yes,Physical,2021-04-16,2026-04-16
CARD505941,CUST104571,Platinum,American Express,1315008,Active,Yes,Physical,2021-07-09,2026-07-09
CARD505942,CUST104571,Gold,Mastercard,454302,Blocked,Yes,Physical,2019-07-29,2024-07-29
CARD505943,CUST104571,Gold,Visa,457888,Active,Yes,Physical,2022-11-20,2027-11-20
CARD505944,CUST104572,Classic,RuPay,124590,Active,Yes,Virtual,2026-06-08,2031-06-08
CARD505945,CUST104573,Silver,Visa,239173,Active,No,Virtual,2024-01-12,2029-01-12
CARD505946,CUST104574,Platinum,American Express,1482633,Active,Yes,Physical,2019-06-13,2024-06-13
CARD505947,CUST104574,Classic,Visa,112506,Active,No,Physical,2018-08-31,2023-08-31
CARD505948,CUST104575,Platinum,Visa,802160,Active,Yes,Physical,2023-04-18,2028-04-18
CARD505949,CUST104576,Platinum,Visa,1130443,Active,Yes,Physical,2024-12-25,2029-12-25
CARD505950,CUST104577,Gold,Mastercard,356998,Active,Yes,Physical,2023-03-13,2028-03-13
CARD505951,CUST104577,Gold,RuPay,628301,Active,No,Physical,2023-03-24,2028-03-24
CARD505952,CUST104578,Silver,American Express,183774,Active,Yes,Physical,2022-08-05,2027-08-05
CARD505953,CUST104579,Silver,RuPay,243453,Active,Yes,Virtual,2023-03-07,2028-03-07
CARD505954,CUST104579,Platinum,RuPay,1440960,Active,Yes,Physical,2022-05-03,2027-05-03
CARD505955,CUST104580,Gold,RuPay,696829,Active,Yes,Physical,2024-05-20,2029-05-20
CARD505956,CUST104580,Platinum,American Express,836781,Active,Yes,Physical,2024-03-25,2029-03-25
CARD505957,CUST104581,Platinum,Visa,1113781,Active,Yes,Virtual,2021-06-14,2026-06-14
CARD505958,CUST104581,Platinum,Mastercard,982378,Active,Yes,Physical,2021-11-17,2026-11-17
CARD505959,CUST104582,Gold,RuPay,536934,Active,No,Physical,2025-05-09,2030-05-09
CARD505960,CUST104583,Platinum,Mastercard,1391350,Active,Yes,Physical,2022-03-02,2027-03-02
CARD505961,CUST104584,Gold,RuPay,515517,Active,Yes,Virtual,2023-11-06,2028-11-06
CARD505962,CUST104585,Silver,Mastercard,215294,Active,Yes,Physical,2025-11-15,2030-11-15
CARD505963,CUST104586,Gold,RuPay,484317,Active,Yes,Physical,2026-02-15,2031-02-15
CARD505964,CUST104586,Silver,Mastercard,262424,Active,No,Virtual,2020-12-14,2025-12-14
CARD505965,CUST104587,Platinum,Visa,1153197,Active,Yes,Physical,2022-10-03,2027-10-03
CARD505966,CUST104587,Silver,American Express,285382,Active,Yes,Physical,2023-06-25,2028-06-25
CARD505967,CUST104588,Silver,American Express,289775,Active,Yes,Physical,2020-05-26,2025-05-26
CARD505968,CUST104588,Silver,Mastercard,222351,Active,Yes,Physical,2023-05-18,2028-05-18
CARD505969,CUST104589,Classic,American Express,133693,Active,No,Virtual,2022-11-05,2027-11-05
CARD505970,CUST104590,Silver,RuPay,173768,Active,Yes,Physical,2022-01-02,2027-01-02
CARD505971,CUST104590,Platinum,RuPay,826002,Blocked,Yes,Physical,2023-08-25,2028-08-25
CARD505972,CUST104591,Silver,RuPay,255320,Active,Yes,Physical,2025-06-06,2030-06-06
CARD505973,CUST104592,Classic,Visa,140871,Active,Yes,Physical,2021-05-28,2026-05-28
CARD505974,CUST104593,Classic,American Express,60048,Active,No,Virtual,2024-05-11,2029-05-11
CARD505975,CUST104594,Classic,Visa,102399,Active,No,Physical,2024-03-03,2029-03-03
CARD505976,CUST104595,Gold,American Express,560432,Active,Yes,Physical,2019-11-15,2024-11-15
CARD505977,CUST104596,Gold,RuPay,533895,Active,Yes,Physical,2024-03-10,2029-03-10
CARD505978,CUST104597,Classic,RuPay,142116,Active,No,Physical,2020-12-10,2025-12-10
CARD505979,CUST104597,Gold,American Express,592398,Active,Yes,Virtual,2024-03-21,2029-03-21
CARD505980,CUST104598,Silver,RuPay,188651,Active,Yes,Physical,2024-11-08,2029-11-08
CARD505981,CUST104599,Silver,RuPay,286707,Active,Yes,Physical,2026-02-21,2031-02-21
CARD505982,CUST104600,Gold,Mastercard,421327,Active,Yes,Physical,2024-03-07,2029-03-07
CARD505983,CUST104600,Platinum,Visa,948307,Active,Yes,Physical,2020-12-11,2025-12-11
CARD505984,CUST104601,Silver,American Express,229217,Active,Yes,Physical,2026-05-16,2031-05-16
CARD505985,CUST104602,Gold,RuPay,658711,Active,Yes,Virtual,2021-02-21,2026-02-21
CARD505986,CUST104602,Silver,Visa,180869,Active,Yes,Physical,2021-02-09,2026-02-09
CARD505987,CUST104603,Gold,American Express,608987,Active,Yes,Physical,2022-10-11,2027-10-11
CARD505988,CUST104603,Platinum,RuPay,1241531,Active,No,Physical,2026-01-18,2031-01-18
CARD505989,CUST104604,Gold,Visa,372761,Lost,Yes,Physical,2020-01-01,2025-01-01
CARD505990,CUST104605,Platinum,Visa,791337,Active,Yes,Physical,2021-11-10,2026-11-10
CARD505991,CUST104606,Classic,RuPay,50272,Active,Yes,Physical,2022-06-29,2027-06-29
CARD505992,CUST104607,Platinum,Mastercard,1252393,Active,Yes,Virtual,2022-02-24,2027-02-24
CARD505993,CUST104608,Silver,Visa,219197,Active,Yes,Physical,2019-10-25,2024-10-25
CARD505994,CUST104609,Silver,Visa,257135,Active,No,Virtual,2025-11-16,2030-11-16
CARD505995,CUST104609,Gold,RuPay,526778,Active,Yes,Physical,2021-06-23,2026-06-23
CARD505996,CUST104610,Classic,Visa,68535,Active,Yes,Physical,2022-02-20,2027-02-20
CARD505997,CUST104611,Gold,American Express,530084,Active,Yes,Virtual,2023-01-19,2028-01-19
CARD505998,CUST104612,Gold,RuPay,344113,Active,No,Virtual,2021-02-15,2026-02-15
CARD505999,CUST104613,Gold,Visa,458183,Active,Yes,Virtual,2024-05-13,2029-05-13
CARD506000,CUST104614,Classic,RuPay,61257,Active,Yes,Physical,2026-02-10,2031-02-10
CARD506001,CUST104614,Gold,Visa,432222,Active,No,Physical,2025-09-12,2030-09-12
CARD506002,CUST104614,Platinum,Mastercard,1241225,Active,Yes,Physical,2019-11-26,2024-11-26
CARD506003,CUST104615,Silver,RuPay,287588,Active,Yes,Virtual,2022-03-04,2027-03-04
CARD506004,CUST104616,Classic,Mastercard,114577,Blocked,No,Virtual,2021-12-02,2026-12-02
CARD506005,CUST104616,Silver,Mastercard,270904,Active,Yes,Physical,2020-01-11,2025-01-11
CARD506006,CUST104617,Gold,American Express,630522,Active,Yes,Physical,2022-06-23,2027-06-23
CARD506007,CUST104618,Platinum,Visa,964864,Active,Yes,Virtual,2018-12-23,2023-12-23
CARD506008,CUST104619,Platinum,Mastercard,1373467,Active,Yes,Physical,2026-07-10,2031-07-10
CARD506009,CUST104619,Silver,Mastercard,281733,Active,No,Physical,2024-12-24,2029-12-24
CARD506010,CUST104620,Gold,Visa,498775,Active,Yes,Physical,2019-06-10,2024-06-10
CARD506011,CUST104621,Silver,Mastercard,252342,Active,Yes,Physical,2019-07-06,2024-07-06
CARD506012,CUST104622,Gold,American Express,338929,Active,Yes,Physical,2022-05-29,2027-05-29
CARD506013,CUST104622,Classic,RuPay,62759,Active,Yes,Physical,2018-08-23,2023-08-23
CARD506014,CUST104623,Platinum,American Express,1086169,Active,Yes,Physical,2020-02-06,2025-02-06
CARD506015,CUST104623,Silver,RuPay,172117,Active,No,Physical,2020-11-29,2025-11-29
CARD506016,CUST104624,Classic,American Express,106298,Active,Yes,Physical,2025-02-21,2030-02-21
CARD506017,CUST104624,Silver,American Express,243192,Active,Yes,Physical,2025-12-02,2030-12-02
CARD506018,CUST104625,Silver,Mastercard,168929,Active,Yes,Virtual,2026-01-09,2031-01-09
CARD506019,CUST104626,Silver,RuPay,208090,Active,No,Virtual,2019-10-25,2024-10-25
CARD506020,CUST104627,Gold,RuPay,308953,Active,Yes,Physical,2020-07-01,2025-07-01
CARD506021,CUST104628,Platinum,American Express,1380713,Active,Yes,Virtual,2025-09-21,2030-09-21
CARD506022,CUST104628,Platinum,RuPay,929831,Active,Yes,Physical,2018-09-01,2023-09-01
CARD506023,CUST104628,Silver,Mastercard,184891,Active,Yes,Physical,2019-11-29,2024-11-29
CARD506024,CUST104629,Silver,Visa,222671,Active,Yes,Physical,2023-09-05,2028-09-05
CARD506025,CUST104630,Silver,RuPay,247598,Active,Yes,Physical,2024-07-17,2029-07-17
CARD506026,CUST104631,Classic,Mastercard,94723,Active,Yes,Physical,2021-07-18,2026-07-18
CARD506027,CUST104631,Silver,Visa,297219,Blocked,Yes,Physical,2021-01-01,2026-01-01
CARD506028,CUST104631,Classic,Visa,134311,Active,Yes,Physical,2018-08-02,2023-08-02
CARD506029,CUST104632,Classic,Mastercard,79658,Active,Yes,Physical,2024-09-15,2029-09-15
CARD506030,CUST104633,Gold,American Express,536847,Active,No,Physical,2023-02-07,2028-02-07
CARD506031,CUST104634,Silver,Visa,227039,Active,Yes,Physical,2023-09-27,2028-09-27
CARD506032,CUST104635,Gold,Mastercard,576490,Lost,No,Physical,2022-12-30,2027-12-30
CARD506033,CUST104636,Silver,Visa,269656,Active,Yes,Virtual,2024-03-14,2029-03-14
CARD506034,CUST104637,Platinum,Visa,919875,Active,Yes,Physical,2021-09-17,2026-09-17
CARD506035,CUST104638,Gold,RuPay,640706,Active,Yes,Physical,2023-07-24,2028-07-24
CARD506036,CUST104639,Silver,American Express,277701,Active,Yes,Physical,2024-03-30,2029-03-30
CARD506037,CUST104640,Silver,Visa,281599,Active,Yes,Virtual,2023-12-11,2028-12-11
CARD506038,CUST104641,Platinum,Mastercard,953420,Blocked,Yes,Physical,2025-01-06,2030-01-06
CARD506039,CUST104642,Silver,Mastercard,150264,Active,Yes,Physical,2018-08-10,2023-08-10
CARD506040,CUST104642,Gold,Visa,575154,Active,No,Physical,2021-05-17,2026-05-17
CARD506041,CUST104642,Platinum,Mastercard,713002,Active,Yes,Physical,2019-08-14,2024-08-14
CARD506042,CUST104643,Gold,American Express,529920,Active,Yes,Physical,2024-01-20,2029-01-20
CARD506043,CUST104643,Classic,Mastercard,137223,Active,Yes,Physical,2025-07-09,2030-07-09
CARD506044,CUST104644,Classic,Mastercard,143436,Active,Yes,Virtual,2022-04-19,2027-04-19
CARD506045,CUST104645,Silver,RuPay,184996,Active,Yes,Physical,2025-04-04,2030-04-04
CARD506046,CUST104646,Silver,RuPay,229538,Active,Yes,Physical,2019-12-29,2024-12-29
CARD506047,CUST104647,Gold,Visa,380822,Active,Yes,Physical,2025-09-25,2030-09-25
CARD506048,CUST104648,Platinum,American Express,953217,Active,Yes,Virtual,2020-06-17,2025-06-17
CARD506049,CUST104649,Platinum,Mastercard,1353323,Active,Yes,Physical,2019-07-01,2024-07-01
CARD506050,CUST104650,Classic,American Express,74365,Active,Yes,Physical,2023-09-24,2028-09-24
CARD506051,CUST104651,Silver,Visa,166358,Active,Yes,Physical,2026-02-16,2031-02-16
CARD506052,CUST104652,Silver,Visa,225835,Active,Yes,Physical,2022-10-28,2027-10-28
CARD506053,CUST104653,Gold,Mastercard,670247,Active,Yes,Physical,2022-11-17,2027-11-17
CARD506054,CUST104654,Gold,RuPay,633716,Active,Yes,Physical,2022-10-01,2027-10-01
CARD506055,CUST104654,Classic,Mastercard,79326,Active,Yes,Physical,2022-12-22,2027-12-22
CARD506056,CUST104655,Classic,Visa,88772,Active,Yes,Physical,2022-01-17,2027-01-17
CARD506057,CUST104656,Platinum,Visa,1367816,Blocked,No,Physical,2024-09-15,2029-09-15
CARD506058,CUST104657,Gold,American Express,400303,Active,Yes,Virtual,2020-08-24,2025-08-24
CARD506059,CUST104658,Platinum,RuPay,1198766,Active,No,Physical,2019-06-11,2024-06-11
CARD506060,CUST104659,Classic,Visa,63136,Active,Yes,Physical,2024-03-23,2029-03-23
CARD506061,CUST104660,Classic,Visa,133359,Expired,Yes,Physical,2025-07-12,2030-07-12
CARD506062,CUST104661,Silver,Mastercard,264843,Active,Yes,Physical,2026-05-19,2031-05-19
CARD506063,CUST104661,Classic,Visa,136167,Active,Yes,Virtual,2020-12-08,2025-12-08
CARD506064,CUST104662,Gold,Visa,494345,Active,Yes,Physical,2020-01-28,2025-01-28
CARD506065,CUST104663,Silver,RuPay,294930,Active,Yes,Physical,2025-08-02,2030-08-02
CARD506066,CUST104664,Silver,Mastercard,271517,Active,Yes,Physical,2021-05-04,2026-05-04
CARD506067,CUST104665,Gold,Mastercard,368744,Active,Yes,Physical,2026-01-27,2031-01-27
CARD506068,CUST104666,Silver,Mastercard,275939,Active,Yes,Physical,2020-12-25,2025-12-25
CARD506069,CUST104667,Classic,Visa,67948,Active,Yes,Physical,2025-03-21,2030-03-21
CARD506070,CUST104668,Silver,RuPay,169854,Active,Yes,Physical,2022-01-10,2027-01-10
CARD506071,CUST104669,Classic,Visa,108510,Expired,Yes,Physical,2021-01-28,2026-01-28
CARD506072,CUST104670,Silver,Visa,261208,Active,Yes,Physical,2019-12-11,2024-12-11
CARD506073,CUST104671,Silver,Mastercard,229712,Active,Yes,Physical,2019-01-01,2024-01-01
CARD506074,CUST104672,Platinum,Mastercard,729992,Active,No,Physical,2019-10-08,2024-10-08
CARD506075,CUST104673,Silver,Mastercard,260081,Active,No,Physical,2021-06-24,2026-06-24
CARD506076,CUST104674,Classic,Mastercard,143157,Active,Yes,Physical,2018-10-02,2023-10-02
CARD506077,CUST104675,Gold,RuPay,380068,Active,Yes,Physical,2019-10-23,2024-10-23
CARD506078,CUST104676,Silver,American Express,188859,Active,Yes,Virtual,2021-07-11,2026-07-11
CARD506079,CUST104677,Gold,American Express,454778,Active,Yes,Physical,2023-12-10,2028-12-10
CARD506080,CUST104678,Silver,RuPay,188843,Active,Yes,Virtual,2022-12-08,2027-12-08
CARD506081,CUST104679,Gold,American Express,538578,Active,Yes,Physical,2020-02-23,2025-02-23
CARD506082,CUST104680,Classic,Visa,109011,Active,Yes,Physical,2018-10-15,2023-10-15
CARD506083,CUST104681,Silver,American Express,195653,Active,No,Physical,2025-11-14,2030-11-14
CARD506084,CUST104682,Classic,American Express,93504,Blocked,Yes,Virtual,2024-06-01,2029-06-01
CARD506085,CUST104682,Silver,American Express,258536,Active,Yes,Physical,2024-12-12,2029-12-12
CARD506086,CUST104682,Platinum,American Express,1082927,Active,No,Physical,2024-09-01,2029-09-01
CARD506087,CUST104683,Classic,American Express,82887,Active,Yes,Virtual,2019-07-23,2024-07-23
CARD506088,CUST104683,Gold,RuPay,537703,Active,Yes,Physical,2022-09-12,2027-09-12
CARD506089,CUST104684,Silver,RuPay,191608,Blocked,Yes,Physical,2020-09-25,2025-09-25
CARD506090,CUST104684,Silver,Mastercard,263356,Active,Yes,Physical,2019-04-22,2024-04-22
CARD506091,CUST104685,Gold,American Express,687043,Active,Yes,Physical,2021-06-20,2026-06-20
CARD506092,CUST104685,Silver,American Express,278261,Active,Yes,Physical,2022-09-24,2027-09-24
CARD506093,CUST104686,Platinum,RuPay,1120798,Active,Yes,Virtual,2023-04-12,2028-04-12
CARD506094,CUST104687,Silver,Visa,296831,Active,Yes,Physical,2023-07-27,2028-07-27
